source_id,distance_to_subway,id
316779510,1.735589,316779510
313921408,0.699005,313921408
317897311,3.344606,317897311
317463779,2.536622,317463779
318064333,1.459638,318064333
316788054,5.139335,316788054
317127991,7.814602,317127991
316779517,0.402955,316779517
318015419,2.850605,318015419
317897539,0.524851,317897539
313948380,1.035271,313948380
318065802,4.508029,318065802
317464131,0.764941,317464131
317130019,4.704562,317130019
316788061,1.81267,316788061
315519248,1.056464,315519248
316781747,0.870741,316781747
318015851,2.311266,318015851
317900842,-1.0,317900842
313949347,1.735589,313949347
317464625,2.743187,317464625
318065810,2.81892,318065810
315529304,1.284717,315529304
317903751,1.587822,317903751
316795425,5.783547,316795425
318016833,6.73254,318016833
316781853,2.827584,316781853
313949350,5.275303,313949350
316797304,2.315891,316797304
316781857,1.872543,316781857
317464826,3.749709,317464826
318065813,2.697085,318065813
317904855,4.288894,317904855
315534406,0.711605,315534406
318017246,5.743949,318017246
317139876,3.92179,317139876
313958345,0.434599,313958345
317464848,3.818217,317464848
316786388,0.87526,316786388
316798995,0.669342,316798995
317143757,3.973554,317143757
317907476,-1.0,317907476
318067727,0.191851,318067727
313958504,1.472472,313958504
317465832,0.601493,317465832
316800480,0.73931,316800480
317146171,0.273652,317146171
315537097,2.166814,315537097
317908806,5.633364,317908806
316790400,8.139606,316790400
313958936,2.515913,313958936
317466653,1.035152,317466653
317148410,9.224117,317148410
316801182,1.403688,316801182
317908819,1.452818,317908819
315537303,-1.0,315537303
318071156,1.72332,318071156
313963557,5.559966,313963557
316793220,5.471123,316793220
317467553,2.019216,317467553
316803349,0.625518,316803349
317909399,0.865625,317909399
317148413,-1.0,317148413
315545542,1.390092,315545542
318072029,1.630134,318072029
316794604,2.310488,316794604
313996857,2.409296,313996857
317473455,1.719764,317473455
316804225,1.540283,316804225
317148422,1.162906,317148422
317909404,3.495215,317909404
318072923,1.532792,318072923
314002213,0.295887,314002213
315547006,0.671435,315547006
316795348,1.39359,316795348
316814309,-1.0,316814309
317148429,3.912694,317148429
318020122,2.98891,318020122
317477347,1.006146,317477347
317909942,7.700077,317909942
315552591,1.12925,315552591
318073443,2.150219,318073443
314006859,0.980874,314006859
316796327,1.254791,316796327
318022034,3.317134,318022034
317912225,-1.0,317912225
316822276,2.272309,316822276
317148442,6.422527,317148442
318073582,5.632506,318073582
315562700,-1.0,315562700
314008521,4.607178,314008521
316825945,4.072556,316825945
317149782,9.304378,317149782
317913018,2.132039,317913018
318028303,0.862807,318028303
318073584,5.278702,318073584
316826072,0.473798,316826072
316796964,1.011876,316796964
317913221,3.028762,317913221
314008525,1.094371,314008525
317149904,1.279205,317149904
315591852,1.431773,315591852
318028424,9.471953,318028424
317488835,2.545188,317488835
318073586,5.836473,318073586
316828270,3.40718,316828270
314008829,4.572318,314008829
316796966,1.61476,316796966
317913224,3.871797,317913224
315591942,0.718401,315591942
318029573,6.73254,318029573
317149957,2.846683,317149957
318073593,5.269454,318073593
314011410,0.561275,314011410
317488838,0.9234,317488838
316828388,4.053499,316828388
317914353,0.244564,317914353
317152743,1.079527,317152743
318073599,4.04814,318073599
315593202,0.713672,315593202
318032268,2.512578,318032268
317491325,1.353048,317491325
316845681,4.777902,316845681
314015928,5.240249,314015928
316816520,1.119114,316816520
314015933,1.16872,314015933
317152750,3.151717,317152750
318033860,2.397548,318033860
316873263,1.905806,316873263
317917553,1.92838,317917553
314032593,5.621383,314032593
317152752,1.289336,317152752
318077267,1.158448,318077267
317492132,1.166084,317492132
316878035,3.11848,316878035
317923001,2.796697,317923001
315609022,1.573556,315609022
317152757,0.317292,317152757
318077365,0.395013,318077365
317927726,0.871003,317927726
315611407,0.613463,315611407
314086529,1.931218,314086529
316880670,1.288513,316880670
318044867,0.152735,318044867
317494281,3.643384,317494281
317153461,-1.0,317153461
317500551,1.651567,317500551
318047066,0.722902,318047066
317940999,3.731127,317940999
314087588,1.295961,314087588
315613412,-1.0,315613412
316882978,2.335074,316882978
317154578,6.667364,317154578
318049476,0.584569,318049476
314088252,4.398026,314088252
318086173,0.399112,318086173
317941304,0.876905,317941304
317501034,4.979598,317501034
315614293,1.225413,315614293
318050926,5.489601,318050926
317154583,2.591879,317154583
317941764,3.926373,317941764
316820524,4.787896,316820524
314089235,1.899188,314089235
316884960,4.053499,316884960
315614337,0.377198,315614337
317167366,0.865625,317167366
316848486,3.573035,316848486
317948973,0.456698,317948973
318051102,5.531627,318051102
314092688,0.455462,314092688
318090566,3.515873,318090566
315615090,1.684206,315615090
314106424,0.725598,314106424
316850537,2.407944,316850537
317181574,1.893404,317181574
317951298,2.001094,317951298
318100625,2.115866,318100625
315615509,0.258778,315615509
316889165,2.478192,316889165
318055351,2.225749,318055351
317973973,3.030791,317973973
316855415,6.992397,316855415
314106699,0.645695,314106699
317182482,7.707412,317182482
315625466,3.902802,315625466
316890604,0.942406,316890604
318104381,0.934604,318104381
318058085,0.232186,318058085
316855744,0.801692,316855744
317977731,5.403047,317977731
317202451,5.643472,317202451
314106703,0.497058,314106703
316890609,0.942406,316890609
315628129,0.718401,315628129
318058089,0.475354,318058089
318106054,0.492052,318106054
316865102,0.484728,316865102
317208080,8.898533,317208080
317995575,1.673866,317995575
314106709,1.327007,314106709
316892391,0.551941,316892391
315632303,1.324027,315632303
318107126,1.259315,318107126
316866682,1.884903,316866682
317997869,9.23355,317997869
314111127,2.87323,314111127
318058159,5.372504,318058159
317209243,7.846342,317209243
316897217,-1.0,316897217
316866883,5.584627,316866883
317998945,1.591048,317998945
318107666,0.723422,318107666
315639457,0.962045,315639457
314114018,2.609496,314114018
318058187,1.285739,318058187
316897994,3.40718,316897994
317211118,2.471139,317211118
318000907,0.730534,318000907
316869651,0.806241,316869651
318108198,3.511103,318108198
314114600,0.567662,314114600
315640171,0.714935,315640171
316898237,5.694236,316898237
318059031,2.116617,318059031
318001218,3.329151,318001218
318110188,2.018618,318110188
317211120,1.049208,317211120
316871180,0.542438,316871180
314141807,1.922398,314141807
316900053,2.180016,316900053
318002874,0.314332,318002874
315640561,2.409361,315640561
318059035,1.706049,318059035
318111438,0.65809,318111438
316878831,0.232186,316878831
317211556,1.642314,317211556
318059044,3.950783,318059044
316906355,1.958424,316906355
318003480,5.145754,318003480
315646208,8.415026,315646208
316896793,1.35276,316896793
318111445,1.589156,318111445
316922761,3.501398,316922761
318003485,2.649656,318003485
317231269,4.154027,317231269
315654603,0.087191,315654603
316904914,2.825349,316904914
314169774,3.786395,314169774
316922798,2.080912,316922798
318114210,2.354599,318114210
318003488,5.740327,318003488
315654697,7.705787,315654697
317235481,1.234091,317235481
316919408,1.244335,316919408
314176003,5.312915,314176003
318116425,0.880698,318116425
316922802,7.379678,316922802
318003490,3.083874,318003490
318061428,5.438647,318061428
315659717,9.683803,315659717
317237847,2.237751,317237847
314195545,0.69854,314195545
318116456,1.184041,318116456
316922814,0.510309,316922814
318063622,1.384785,318063622
318003494,4.545942,318003494
316919717,1.354857,316919717
317239371,-1.0,317239371
317505250,0.313496,317505250
315662197,1.354691,315662197
314195750,0.29607,314195750
316919720,5.849787,316919720
318116460,4.695571,318116460
318003497,5.677204,318003497
318063864,3.883721,318063864
316922819,3.474522,316922819
315678656,2.567885,315678656
317507813,3.437833,317507813
317239634,-1.0,317239634
318005611,3.629044,318005611
314198155,1.842173,314198155
316923419,0.904652,316923419
317239654,4.138609,317239654
318116474,3.604577,318116474
316923879,0.645695,316923879
318063884,1.57122,318063884
317508362,0.679389,317508362
315683831,0.509651,315683831
316927005,0.403296,316927005
318005617,5.817902,318005617
317508371,0.45836,317508371
317239661,4.134846,317239661
318118859,5.705646,318118859
316929404,5.07493,316929404
318068538,0.422451,318068538
314207497,1.205886,314207497
315705979,-1.0,315705979
316929078,7.789142,316929078
318005620,5.817902,318005620
317242672,1.691014,317242672
317510191,2.327902,317510191
318069569,5.51634,318069569
316929610,1.186615,316929610
318122826,1.353048,318122826
316929917,0.669342,316929917
315707109,0.464982,315707109
314210118,0.759796,314210118
318005625,5.817902,318005625
317250004,0.974447,317250004
317512229,1.67613,317512229
318124204,3.214937,318124204
318069606,0.915571,318069606
314210462,0.838242,314210462
316933063,1.940162,316933063
315709251,1.384702,315709251
318006618,1.407424,318006618
316933002,2.153296,316933002
317250308,0.991435,317250308
318126885,7.123719,318126885
318070591,3.372379,318070591
316933070,2.537778,316933070
314210881,1.735589,314210881
315718367,3.109115,315718367
317513898,2.060627,317513898
316933012,1.378419,316933012
317250315,1.564974,317250315
318010597,2.345489,318010597
318127423,4.91761,318127423
314215912,8.279451,314215912
316935976,3.293041,316935976
316933446,1.771022,316933446
317516149,1.551854,317516149
318070594,2.078313,318070594
317250322,1.191064,317250322
318134290,3.732473,318134290
315725928,7.226056,315725928
316937020,0.424817,316937020
318070803,6.985934,318070803
317250415,-1.0,317250415
314218589,4.530831,314218589
317516311,0.653001,317516311
318011111,2.303609,318011111
316936447,4.12533,316936447
315731429,4.31732,315731429
318071178,2.274914,318071178
318143725,2.382913,318143725
316938195,1.108639,316938195
314224918,0.952783,314224918
316941442,1.124645,316941442
317250927,4.150786,317250927
318011119,0.355073,318011119
318073733,0.558714,318073733
318143728,5.694236,318143728
315731780,1.292892,315731780
316939522,4.142921,316939522
317251363,1.032421,317251363
317518386,3.890624,317518386
316942211,1.249953,316942211
318011125,2.688904,318011125
318152518,0.486959,318152518
315731892,2.190011,315731892
317252614,5.740327,317252614
318074836,6.833482,318074836
316942418,1.54372,316942418
317523667,2.412919,317523667
315749164,0.792488,315749164
318011136,3.465293,318011136
314244134,2.841617,314244134
318079942,2.900318,318079942
317255455,0.523984,317255455
317533447,3.891619,317533447
318156309,4.254651,318156309
316942838,5.780676,316942838
318084840,2.220196,318084840
317257061,1.983205,317257061
318012924,0.660434,318012924
315752165,1.733023,315752165
316972273,3.474522,316972273
318156311,-1.0,318156311
317547246,0.178892,317547246
316943055,0.06475,316943055
315755949,6.462102,315755949
316973846,-1.0,316973846
318017992,4.18729,318017992
314268444,2.139254,314268444
317259750,1.149188,317259750
318156993,3.284915,318156993
316945019,1.335438,316945019
317548392,-1.0,317548392
316973848,4.979598,316973848
318017995,0.261881,318017995
317288970,1.966176,317288970
318157024,2.433136,318157024
315762432,1.228927,315762432
314292301,0.312974,314292301
318019232,0.498229,318019232
316979521,1.588315,316979521
316946069,1.795164,316946069
317549518,2.184372,317549518
314297975,0.941112,314297975
318157337,2.637554,318157337
317289671,2.960199,317289671
315797728,0.456698,315797728
318020669,0.876905,318020669
316982922,1.358121,316982922
318161081,1.27425,318161081
316946491,5.206115,316946491
315804340,2.498802,315804340
314299694,2.020211,314299694
317554378,4.066557,317554378
317298841,3.573073,317298841
318021011,1.728923,318021011
314300095,6.369129,314300095
316947404,1.044357,316947404
317555411,0.967629,317555411
315804963,3.69805,315804963
317305434,0.570421,317305434
318021163,1.187808,318021163
314306599,2.841199,314306599
318161382,0.879167,318161382
316985529,-1.0,316985529
317333265,0.587039,317333265
315807646,-1.0,315807646
316950656,6.345994,316950656
318161452,8.92871,318161452
318022658,0.668842,318022658
314307166,2.950567,314307166
317334635,5.037222,317334635
317557055,1.107816,317557055
315812603,1.623976,315812603
316950658,4.823018,316950658
316985852,0.957024,316985852
318024818,2.0701,318024818
314307335,6.369129,314307335
317557267,2.891182,317557267
317334821,3.295026,317334821
316987036,2.965484,316987036
315848221,4.547131,315848221
318162713,1.27425,318162713
318027045,1.683198,318027045
317557273,0.581237,317557273
314317537,3.027463,314317537
316988496,3.500587,316988496
317335799,2.942037,317335799
316973199,1.556689,316973199
318029613,1.680268,318029613
315850460,3.989798,315850460
318163436,0.87981,318163436
317557658,3.838337,317557658
316989463,1.049586,316989463
314324417,3.773357,314324417
317336640,0.370714,317336640
316980378,8.025716,316980378
315853780,-1.0,315853780
318163479,2.777815,318163479
317559626,1.822171,317559626
318047363,0.681585,318047363
314325595,3.13914,314325595
315854119,5.09763,315854119
316985137,4.367784,316985137
318164729,0.823024,318164729
317341998,-1.0,317341998
318048826,1.018341,318048826
317561295,1.744908,317561295
315856706,4.472694,315856706
314328120,3.295637,314328120
316989471,4.303863,316989471
318164736,0.806418,318164736
317355468,9.76625,317355468
317561299,7.101977,317561299
318051825,0.683019,318051825
315859898,1.115495,315859898
314328276,2.253042,314328276
316994996,1.277306,316994996
318164854,1.461476,318164854
317564737,0.697324,317564737
315875715,0.341438,315875715
317359138,0.467547,317359138
318053686,1.325138,318053686
318164926,0.825683,318164926
314394612,0.565087,314394612
316995762,0.952783,316995762
317363978,3.275208,317363978
317566251,0.556146,317566251
315875718,1.188495,315875718
318055256,2.228195,318055256
318166136,0.725874,318166136
314398851,6.01073,314398851
317368090,4.040406,317368090
318056206,1.000802,318056206
315875848,-1.0,315875848
317567592,3.169633,317567592
316995763,8.221201,316995763
314431118,0.977476,314431118
318166483,3.318933,318166483
318057508,0.648893,318057508
318101478,1.231766,318101478
317381757,1.297678,317381757
317571064,1.330936,317571064
315876102,-1.0,315876102
314435547,3.845588,314435547
318060841,1.086518,318060841
316995830,8.701291,316995830
317384904,0.817282,317384904
318166488,3.318933,318166488
318102880,0.92615,318102880
317571070,1.262623,317571070
315876197,0.448605,315876197
317387080,-1.0,317387080
316999910,4.367784,316999910
314467267,1.072423,314467267
318061001,1.182847,318061001
318102893,3.801144,318102893
315938654,0.480143,315938654
317572668,0.934425,317572668
318168420,0.054108,318168420
318061009,3.547377,318061009
317387528,0.583001,317387528
314484990,7.07102,314484990
316999914,1.994237,316999914
318103669,0.789887,318103669
315950699,2.357943,315950699
318168423,5.469366,318168423
318061014,1.110049,318061014
317395791,1.120054,317395791
316999916,1.71488,316999916
314488063,1.817402,314488063
318106517,0.912452,318106517
318061016,4.252084,318061016
315957352,9.931934,315957352
318170286,7.052678,318170286
314491706,4.724915,314491706
317397940,0.518456,317397940
316999917,6.903828,316999917
318170671,3.654914,318170671
317401408,1.806995,317401408
315970335,1.032421,315970335
318061021,2.998658,318061021
318107492,5.274953,318107492
317578212,1.528857,317578212
318170675,0.502936,318170675
314493802,2.33891,314493802
317402168,-1.0,317402168
318061770,-1.0,318061770
317578871,1.085016,317578871
318107495,5.274953,318107495
315979164,1.987447,315979164
318064005,0.863829,318064005
318170702,2.81892,318170702
317403378,4.825736,317403378
314502277,1.916272,314502277
317020779,1.272873,317020779
318171663,0.761369,318171663
318111939,0.518696,318111939
317584542,2.492954,317584542
316998496,3.85236,316998496
318064871,2.199867,318064871
315979168,1.597576,315979168
314502773,4.721638,314502773
317403536,2.459193,317403536
317023897,9.454974,317023897
318115379,3.269564,318115379
318172562,0.575632,318172562
317403541,8.271314,317403541
318066652,1.78041,318066652
315987887,2.942037,315987887
318117417,0.186483,318117417
317037173,0.255437,317037173
318066660,-1.0,318066660
314554067,2.168579,314554067
317595682,0.74666,317595682
318172892,1.346726,318172892
316002536,0.457085,316002536
318118163,4.274498,318118163
318066671,3.359237,318066671
317002302,3.232875,317002302
317597181,7.18002,317597181
318119399,3.565495,318119399
317405122,0.914725,317405122
318173024,4.351043,318173024
318066675,0.542111,318066675
317047002,3.84102,317047002
314558712,5.953866,314558712
317599564,4.131801,317599564
318123509,0.424343,318123509
317405517,0.493428,317405517
316034064,1.032421,316034064
318067539,2.190011,318067539
318173176,0.907449,318173176
314564704,7.339635,314564704
317057644,4.047338,317057644
317407793,5.512999,317407793
318126814,3.11453,318126814
316051875,4.056671,316051875
317599802,3.267919,317599802
318073940,3.860526,318073940
318173815,3.181415,318173815
317410931,2.260398,317410931
314564738,1.762143,314564738
317066134,4.173602,317066134
318126815,1.048456,318126815
317599855,4.537789,317599855
318174794,1.091526,318174794
318074723,8.49844,318074723
316054724,-1.0,316054724
317438864,0.497878,317438864
318132185,1.153768,318132185
317013679,1.147329,317013679
317079498,1.490963,317079498
314578351,5.471123,314578351
317607838,0.791555,317607838
318174799,1.353394,318174799
316056687,0.341182,316056687
317013705,8.105823,317013705
314578352,2.311266,314578352
318157030,0.24683,318157030
317079586,1.681049,317079586
317439915,7.151511,317439915
318076904,1.579085,318076904
317609351,3.604577,317609351
317013712,3.823404,317013712
316065442,9.368934,316065442
318157033,0.795988,318157033
317442900,1.525086,317442900
317091047,8.306147,317091047
314587870,1.094371,314587870
317610065,3.24814,317610065
317013745,1.681616,317013745
317443421,0.870258,317443421
314589956,5.532964,314589956
318157040,3.027979,318157040
317013778,1.369933,317013778
316073491,-1.0,316073491
317092746,7.945026,317092746
317610066,0.102185,317610066
317445001,2.942037,317445001
318158442,1.921142,318158442
314597528,4.475772,314597528
316077831,7.145473,316077831
317013810,0.777412,317013810
317610184,4.973906,317610184
317449608,2.338677,317449608
318160052,0.334331,318160052
317105252,3.396533,317105252
317013840,2.637554,317013840
314619295,1.594733,314619295
316083678,4.033458,316083678
317106161,4.19516,317106161
318160868,6.833482,318160868
317610912,3.511103,317610912
317013844,4.879511,317013844
318081609,0.683019,318081609
314626136,2.409106,314626136
317113375,3.801144,317113375
316101576,1.079527,316101576
317611227,0.907052,317611227
318161815,5.879221,318161815
318082727,2.132039,318082727
317013850,3.855257,317013850
317115636,0.832391,317115636
314640442,1.686099,314640442
318161817,1.961228,318161817
318175378,1.085027,318175378
316108124,1.602303,316108124
317614521,2.257233,317614521
317128816,2.467675,317128816
318085091,2.447725,318085091
314672918,3.901233,314672918
318162275,1.898771,318162275
317013872,0.670511,317013872
317616388,2.968964,317616388
318175380,0.732703,318175380
316115607,-1.0,316115607
318162276,0.117482,318162276
317013874,2.810015,317013874
317129327,4.795824,317129327
318085092,0.790915,318085092
314717634,4.645023,314717634
318175385,0.732703,318175385
316123861,-1.0,316123861
317617571,2.241325,317617571
318164716,5.669916,318164716
317017962,2.559571,317017962
314723299,1.344295,314723299
317129586,3.256617,317129586
318099931,2.334709,318099931
318164721,4.476245,318164721
316128644,0.746191,316128644
318178033,2.564688,318178033
317618195,1.002904,317618195
317026466,0.501598,317026466
317132582,4.52153,317132582
314724498,1.616613,314724498
318100615,1.554243,318100615
316130053,3.247121,316130053
318164731,4.629994,318164731
317619569,2.165254,317619569
318178043,3.439946,318178043
318107672,1.200059,318107672
314724542,1.360423,314724542
316135432,3.94012,316135432
317132583,6.202739,317132583
318165040,1.495632,318165040
317619803,0.298434,317619803
318178055,5.470759,318178055
317031652,1.410039,317031652
314724789,4.27678,314724789
318108726,-1.0,318108726
318167389,4.393708,318167389
317136755,0.651651,317136755
316139187,3.626555,316139187
318178325,0.405481,318178325
317620727,1.233693,317620727
318111677,2.6641,318111677
314724793,4.576769,314724793
317137590,6.046645,317137590
318167393,0.117482,318167393
318179864,1.31754,318179864
318115933,2.395831,318115933
316139737,3.483954,316139737
317621678,0.74666,317621678
314727961,1.124485,314727961
317137756,5.974788,317137756
318167395,6.113381,318167395
316139879,2.409361,316139879
317625905,0.858341,317625905
318179868,1.14788,318179868
318116199,1.945404,318116199
314727962,6.650098,314727962
316156617,2.916099,316156617
317640514,2.061395,317640514
317140119,3.525705,317140119
318167521,2.909753,318167521
318181119,1.688062,318181119
318116844,4.80692,318116844
317641251,8.573633,317641251
314730151,4.344934,314730151
317033603,0.290541,317033603
317140120,3.525705,317140120
318168403,1.77167,318168403
316158089,1.251262,316158089
318118219,1.94484,318118219
318181122,1.070272,318181122
317036062,0.469745,317036062
317641753,-1.0,317641753
314733723,1.513806,314733723
316162570,1.85586,316162570
318118771,7.787964,318118771
317140123,3.525705,317140123
318181815,1.127064,318181815
317036770,0.293912,317036770
314733731,1.094371,314733731
317642801,2.305164,317642801
317036777,1.916466,317036777
318118775,1.527885,318118775
317140129,3.525705,317140129
318182883,1.286996,318182883
316162574,4.466573,316162574
314739397,0.655628,314739397
318119911,1.192747,318119911
317143739,1.788233,317143739
314742099,1.60682,314742099
317036785,0.755102,317036785
317653768,1.214572,317653768
318184617,1.694339,318184617
316173923,-1.0,316173923
318125488,5.104794,318125488
318170736,0.464584,318170736
314743010,0.759796,314743010
317146033,1.560914,317146033
317053734,-1.0,317053734
317661748,2.310556,317661748
316211998,7.393073,316211998
318128273,9.555016,318128273
318186224,1.088875,318186224
318170812,1.188471,318170812
317056205,0.517316,317056205
317662117,5.269454,317662117
318129209,0.980808,318129209
318171905,2.294296,318171905
316212171,0.691273,316212171
318192455,3.110187,318192455
317058937,0.738477,317058937
314761552,1.240624,314761552
318131161,1.591048,318131161
318171909,8.025716,318171909
317662119,1.122633,317662119
316225382,1.286643,316225382
314769147,6.968291,314769147
317059543,1.102816,317059543
318196654,1.212738,318196654
317146586,3.924877,317146586
318132275,0.730996,318132275
318171913,2.533897,318171913
316234598,6.017312,316234598
317669826,2.85383,317669826
314788220,4.906206,314788220
318200395,3.523874,318200395
317059544,7.591233,317059544
318134211,3.79865,318134211
318173057,8.856362,318173057
317147306,5.973539,317147306
316249448,0.949357,316249448
314789339,1.292913,314789339
317669833,2.85383,317669833
318202526,1.815192,318202526
317060090,0.81566,317060090
317147948,1.160283,317147948
314789794,3.295637,314789794
317453226,4.071735,317453226
316251585,1.071265,316251585
318173247,7.742693,318173247
317672619,2.881847,317672619
318157083,8.318716,318157083
318203662,0.688657,318203662
317060680,2.783368,317060680
316257761,-1.0,316257761
318173980,3.953929,318173980
317148970,3.401636,317148970
314801145,2.202099,314801145
317672620,0.889336,317672620
318157084,3.885966,318157084
317453234,0.832453,317453234
314823004,3.921614,314823004
317151311,3.777812,317151311
317672622,1.304959,317672622
317061359,1.32289,317061359
317455697,4.163412,317455697
318157085,4.737835,318157085
318175154,1.76658,318175154
314823658,6.012386,314823658
317063207,1.00094,317063207
317455701,1.164092,317455701
317151315,0.710614,317151315
317672623,2.272309,317672623
318157086,0.167956,318157086
318176565,1.292913,318176565
317151318,3.757967,317151318
317460246,0.467547,317460246
314825535,5.336918,314825535
317063214,1.091526,317063214
318158455,-1.0,318158455
318176570,1.682006,318176570
317672625,0.345142,317672625
317151320,2.030785,317151320
318212731,0.451141,318212731
314830791,2.057741,314830791
318160064,3.292754,318160064
317460252,5.304687,317460252
316263561,6.869561,316263561
317064324,2.03191,317064324
317675727,0.532457,317675727
318176572,4.391717,318176572
318215417,0.686432,318215417
317460261,1.87099,317460261
314837037,1.623785,314837037
318161339,5.633364,318161339
316267560,1.007931,316267560
317675840,3.035114,317675840
317065895,0.575632,317065895
318178134,4.34388,318178134
314838992,1.544109,314838992
318161345,0.632068,318161345
316268118,5.93967,316268118
317691325,0.940354,317691325
318218015,0.427755,318218015
317158113,0.94427,317158113
317069197,0.794009,317069197
314847197,2.049349,314847197
317460263,3.547377,317460263
318178748,2.427753,318178748
318218077,3.238105,318218077
318164611,0.454503,318164611
316268123,0.449809,316268123
317693763,5.489917,317693763
317166101,1.895582,317166101
314870692,7.196175,314870692
317078787,0.395013,317078787
317460264,2.184479,317460264
317697907,0.907449,317697907
318165100,3.547377,318165100
318178751,1.908937,318178751
318218692,1.510696,318218692
317166579,4.155319,317166579
314878988,5.054169,314878988
317460535,0.863829,317460535
317698541,0.480634,317698541
317079985,0.473798,317079985
316272120,0.928714,316272120
318166196,2.881055,318166196
318178934,1.61499,318178934
317193258,4.189756,317193258
317462392,0.758607,317462392
317701936,5.054125,317701936
314884656,1.115044,314884656
318167712,-1.0,318167712
316272409,3.601526,316272409
318218939,4.953355,318218939
318178970,5.467699,318178970
317079987,1.226216,317079987
317196146,4.231741,317196146
314886179,0.66387,314886179
317702027,1.135433,317702027
318168787,0.521683,318168787
317464422,1.643523,317464422
318178973,0.453903,318178973
317081621,1.132273,317081621
317703097,1.259315,317703097
314890249,0.620642,314890249
317204655,1.776066,317204655
316272442,4.438223,316272442
318168790,0.482635,318168790
317468727,9.294907,317468727
318183328,4.54458,318183328
314897369,1.471877,314897369
317706619,2.184372,317706619
317208297,4.12049,317208297
317082075,4.598619,317082075
316273123,2.942311,316273123
318171581,-1.0,318171581
318183332,0.585368,318183332
317707290,0.32278,317707290
314900543,0.767409,314900543
317082690,0.461748,317082690
316273613,8.415026,316273613
318171584,2.990114,318171584
318183333,1.351241,318183333
317211446,5.926431,317211446
317709754,3.023891,317709754
317472322,0.443233,317472322
317085266,1.18631,317085266
314902983,4.118796,314902983
318231521,3.027218,318231521
316275648,5.823451,316275648
318184805,6.964375,318184805
317085739,1.211555,317085739
317709985,3.07108,317709985
317214945,2.545502,317214945
317476810,3.963338,317476810
318172321,2.922113,318172321
314914756,0.357964,314914756
316278772,-1.0,316278772
317710039,0.696903,317710039
318202021,0.357939,318202021
318231681,4.598619,318231681
317088502,2.81892,317088502
317486450,4.495438,317486450
317217527,0.059144,317217527
314929448,1.422516,314929448
318174422,2.950554,318174422
317711380,3.074821,317711380
316281208,2.242868,316281208
318202550,3.165006,318202550
317235161,0.942691,317235161
317491864,4.260232,317491864
317088670,3.219889,317088670
318231683,3.044124,318231683
314932015,1.610869,314932015
317712089,0.354598,317712089
318174564,1.487073,318174564
317242161,5.837615,317242161
317104445,0.981958,317104445
316285348,2.89768,316285348
318232914,5.836473,318232914
317494287,2.303609,317494287
314936370,0.475354,314936370
318178247,1.213207,318178247
317712090,2.293282,317712090
317242725,1.752545,317242725
317108774,1.864999,317108774
316306860,1.079527,316306860
318233071,3.858261,318233071
318209000,4.32907,318209000
317494323,1.600746,317494323
318182301,0.588438,318182301
314944732,1.899188,314944732
317242731,6.486144,317242731
317713112,0.435402,317713112
318233853,5.041865,318233853
317496567,0.394757,317496567
317116121,3.023891,317116121
316318541,0.718401,316318541
318182366,0.914725,318182366
318209001,0.842525,318209001
314946196,1.057832,314946196
317713115,3.691596,317713115
318190180,5.041134,318190180
317120003,2.765075,317120003
318235192,5.470759,318235192
318209012,5.537117,318209012
316327497,8.207244,316327497
317496923,1.999148,317496923
317714762,2.483507,317714762
318209021,5.994628,318209021
318196321,1.0855,318196321
317716301,2.090925,317716301
317497602,2.459193,317497602
316332572,2.409361,316332572
318235855,5.470759,318235855
317243457,6.992397,317243457
318196965,-1.0,318196965
318209875,3.359023,318209875
317123503,2.435009,317123503
317499266,0.456698,317499266
317716461,1.650657,317716461
316344725,1.917917,316344725
314946204,6.901459,314946204
317245386,1.360662,317245386
317127616,3.988797,317127616
317500826,0.758043,317500826
318237076,1.475536,318237076
318200398,6.95691,318200398
318209876,1.699118,318209876
317716502,1.534358,317716502
317248785,2.203405,317248785
314946208,7.092208,314946208
316360385,2.580579,316360385
318202905,2.651564,318202905
318209884,3.073409,318209884
317131413,5.140329,317131413
317506483,2.982629,317506483
317249881,1.932255,317249881
317716509,1.351635,317716509
314972864,1.147129,314972864
316364340,5.963353,316364340
318212895,2.340252,318212895
318211458,5.396682,318211458
318239003,5.092391,318239003
317131421,3.146757,317131421
317506876,0.859262,317506876
317250090,0.392432,317250090
317721378,1.476962,317721378
314975834,2.12707,314975834
316366397,-1.0,316366397
318213759,1.59067,318213759
318240102,3.342267,318240102
317133125,2.982908,317133125
317250096,8.235442,317250096
317513373,-1.0,317513373
317723542,-1.0,317723542
316368559,0.637635,316368559
314992555,2.325751,314992555
317138174,1.088197,317138174
318216646,2.334709,318216646
318242011,7.879196,318242011
317726348,1.819922,317726348
317523483,0.570421,317523483
317250100,1.308914,317250100
314995483,1.154401,314995483
318248703,4.144913,318248703
316375313,4.224184,316375313
317138188,5.269454,317138188
318217098,0.524303,318217098
317250551,1.721865,317250551
317543854,4.228196,317543854
315019895,3.924877,315019895
317140128,2.954682,317140128
316382366,3.380854,316382366
318250250,-1.0,318250250
317252298,0.732114,317252298
318218912,1.548347,318218912
316386942,2.281115,316386942
315022710,1.011876,315022710
317141264,-1.0,317141264
317544571,2.913861,317544571
318251453,0.615585,318251453
318232282,-1.0,318232282
317260224,4.60338,317260224
315030747,0.542567,315030747
318252459,0.603327,318252459
317141626,1.248849,317141626
317544577,0.594519,317544577
316391791,0.942389,316391791
317261399,1.582073,317261399
