source_id,distance_to_subway,id
316661860,1.735589,316661860
317771893,1.337776,317771893
316972186,0.718401,316972186
317969970,2.682461,317969970
317913271,9.533529,317913271
313533959,0.9616,313533959
315127548,0.289573,315127548
316661865,4.548547,316661865
317405146,3.148266,317405146
317775987,2.374429,317775987
316683333,0.796088,316683333
317977445,2.349081,317977445
316974019,2.993449,316974019
316661871,2.465819,316661871
317913275,0.651825,317913275
313535515,3.295637,313535515
315139859,3.321656,315139859
316683487,3.891742,316683487
317775996,2.423253,317775996
317981800,0.770106,317981800
316979653,6.056962,316979653
313542174,5.747712,313542174
317405154,3.066212,317405154
316663271,5.82209,316663271
315145655,3.270681,315145655
316694548,2.777815,316694548
317913290,4.401473,317913290
317779942,2.935732,317779942
316982939,3.06186,316982939
317405158,1.608357,317405158
316696533,0.705759,316696533
313549734,2.037091,313549734
317782088,-1.0,317782088
316663275,5.885748,316663275
317913299,0.433319,317913299
315152582,0.814425,315152582
316991257,4.055524,316991257
316697431,3.684577,316697431
317406599,7.251734,317406599
316664245,1.335961,316664245
313577487,5.518808,313577487
317783007,0.681585,317783007
315154970,3.079721,315154970
317914370,0.302001,317914370
317995045,0.667762,317995045
316994198,1.92838,316994198
317408290,5.143605,317408290
317785130,7.322806,317785130
315158221,4.929126,315158221
313577842,4.403923,313577842
316665298,2.515588,316665298
317004591,3.85465,317004591
316715136,2.312296,316715136
317412266,3.835548,317412266
317914419,1.045125,317914419
313578577,5.296493,313578577
317997287,1.34314,317997287
315162319,-1.0,315162319
317014330,6.667364,317014330
316666776,3.634232,316666776
316719128,1.304959,316719128
317414159,1.821667,317414159
317914422,1.975832,317914422
317997295,2.045125,317997295
313578583,5.879221,313578583
317786707,1.077607,317786707
316669298,0.188345,316669298
315162322,9.976579,315162322
316719130,0.660963,316719130
318000737,1.183245,318000737
317014768,1.133843,317014768
317914430,0.79493,317914430
317414187,1.360162,317414187
313581941,-1.0,313581941
316721470,0.844349,316721470
317796313,4.220601,317796313
317014771,1.228927,317014771
316669341,3.295637,316669341
315189375,3.800551,315189375
317914440,4.382431,317914440
317414197,-1.0,317414197
318004930,4.420426,318004930
316669357,4.904992,316669357
316723902,0.942823,316723902
317914936,2.910224,317914936
317797173,-1.0,317797173
315192358,0.841785,315192358
317015334,1.032421,317015334
313600085,0.059144,313600085
317414225,2.080912,317414225
316673548,6.266363,316673548
317915153,2.825349,317915153
