source_id,distance_to_subway,lat,lng,id
314785555,1.187808,53.21262,50.167495,314785555
314785563,0.786209,53.205528,50.190609,314785563
314785564,2.150887,53.228967,50.2307,314785564
314785573,2.437163,53.233344,50.271529,314785573
314786651,9.715326,53.125474,50.093106,314786651
314789511,4.033458,53.240199,50.186755,314789511
314795159,0.145744,53.200194,50.197804,314795159
314795160,1.514834,53.218449,50.22355,314795160
314810218,4.523397,53.252091,50.230871,314810218
314818363,1.686376,53.199018,50.116093,314818363
314821144,2.328394,53.221495,50.206212,314821144
314821230,7.123895,53.136409,50.169292,314821230
314821232,2.409361,53.198581,50.103131,314821232
314821235,1.353707,53.188854,50.201622,314821235
314821471,4.631577,53.24576,50.206015,314821471
314821839,3.542948,53.244612,50.24519,314821839
314822750,1.116719,53.212399,50.221699,314822750
314823249,1.049208,53.192787,50.207416,314823249
314823257,3.457887,53.234567,50.184428,314823257
314825079,3.774408,53.241897,50.219301,314825079
314825344,-1.0,53.30569,50.286639,314825344
314831846,0.177279,53.211077,50.133269,314831846
314834091,1.267047,53.194745,50.147112,314834091
314834425,0.032632,53.207275,50.235722,314834425
314837405,1.537667,53.196007,50.13847,314837405
314837688,7.145473,53.155275,50.077169,314837688
314839034,-1.0,53.307208,50.289235,314839034
314840899,0.344668,53.203338,50.17576,314840899
314841645,6.033474,53.266242,50.232892,314841645
314847469,1.40036,53.212906,50.193016,314847469
314854412,2.361167,53.222131,50.197382,314854412
314868660,0.626046,53.195128,50.180296,314868660
314870649,1.384702,53.223684,50.155727,314870649
314874304,1.694722,53.228056,50.247589,314874304
314880102,4.495128,53.248589,50.312726,314880102
314883729,4.344148,53.185864,50.082559,314883729
314883733,1.334547,53.212291,50.193061,314883733
314883735,-1.0,53.307208,50.289235,314883735
314896805,-1.0,53.340043,50.225697,314896805
314896809,-1.0,53.34836,50.230018,314896809
314897600,0.769212,53.196256,50.208018,314897600
314901008,8.271314,53.148746,50.06312,314901008
314901011,2.01647,53.191524,50.131715,314901011
314901014,1.004902,53.221403,50.253194,314901014
314901017,1.666675,53.196881,50.120971,314901017
314901018,2.459193,53.186906,50.134949,314901018
314901020,1.000802,53.193364,50.166929,314901020
314901022,9.437651,53.143664,50.045387,314901022
314905756,4.472156,53.243626,50.190124,314905756
314906524,0.775749,53.205954,50.183242,314906524
314916336,8.356584,53.147779,50.063201,314916336
314916337,2.200974,53.194589,50.112707,314916337
314921978,5.587366,53.257063,50.208835,314921978
314925348,2.0887,53.219106,50.207533,314925348
314926285,3.042821,53.23509,50.221969,314926285
314926356,6.526568,53.251218,50.355953,314926356
314929200,3.426793,53.243616,50.247005,314929200
314929222,2.336714,53.221549,50.192756,314929222
314930449,1.512004,53.22625,50.24484,314930449
314930659,4.123065,53.181466,50.094013,314930659
314930994,1.40144,53.196477,50.142369,314930994
314931008,0.503583,53.213402,50.240959,314931008
314935565,1.691898,53.221635,50.168465,314935565
314946247,0.430687,53.212124,50.142549,314946247
314947532,1.053373,53.209433,50.20659,314947532
314948893,5.166778,53.255113,50.216462,314948893
314951243,5.737991,53.262719,50.226703,314951243
314959426,0.373762,53.211584,50.129694,314959426
314963328,4.006114,53.246956,50.229317,314963328
314968967,3.994284,53.247937,50.235956,314968967
314970664,8.766115,53.137641,50.080799,314970664
314972971,2.459193,53.186906,50.134949,314972971
314972972,1.014683,53.220384,50.26843,314972972
314978540,6.056962,53.262908,50.212887,314978540
314978542,0.559202,53.204563,50.227143,314978542
314978545,5.403047,53.25882,50.222481,314978545
314978547,-1.0,53.352305,50.203868,314978547
314979073,0.651992,53.210651,50.124591,314979073
314996320,0.706429,53.218389,50.243313,314996320
314998309,4.990473,53.250216,50.207156,314998309
315003701,0.681585,53.211056,50.159087,315003701
315003939,-1.0,53.312163,50.309653,315003939
315005687,4.473693,53.253034,50.247993,315005687
315006412,2.172545,53.219824,50.191237,315006412
315028490,4.479047,53.181672,50.085901,315028490
315031529,0.918544,53.194821,50.208773,315031529
315046682,0.650746,53.211903,50.158727,315046682
315051195,6.037328,53.26698,50.242819,315051195
315055848,3.74719,53.240248,50.179308,315055848
315055849,4.162308,53.246908,50.222732,315055849
315055851,3.013202,53.232864,50.218079,315055851
315058099,1.179169,53.19071,50.204074,315058099
315061293,1.4047,53.187661,50.175724,315061293
315062320,-1.0,53.340565,50.222445,315062320
315066817,0.910193,53.19365,50.193456,315066817
315074384,5.037222,53.257575,50.236998,315074384
315074846,-1.0,53.103032,50.031876,315074846
315076957,5.677204,53.255711,50.202368,315076957
315082972,4.006114,53.246956,50.229317,315082972
315084880,5.190961,53.257968,50.228805,315084880
315084882,1.6206,53.226816,50.278383,315084882
315085174,1.474934,53.214205,50.199053,315085174
315085181,0.652921,53.195047,50.172076,315085181
315086431,0.571644,53.198327,50.184428,315086431
315086438,3.601526,53.23869,50.179281,315086438
315086445,3.547377,53.237106,50.181536,315086445
315094962,5.618213,53.258108,50.211207,315094962
315097056,3.547377,53.237106,50.181536,315097056
315107414,2.669644,53.230104,50.17505,315107414
315109007,3.609468,53.245254,50.246771,315109007
315109328,0.69707,53.197513,50.185875,315109328
315109329,0.69707,53.197513,50.185875,315109329
315117679,0.718401,53.214825,50.260534,315117679
315118007,-1.0,53.128413,50.05172,315118007
315118850,2.294477,53.233376,50.251416,315118850
315124705,9.501282,53.297834,50.285093,315124705
315127889,3.991715,53.237914,50.205512,315127889
315128924,1.892284,53.192673,50.137159,315128924
315135973,5.750665,53.263366,50.230422,315135973
315136075,1.225057,53.196482,50.145495,315136075
315138128,0.758704,53.208165,50.217666,315138128
315147507,3.557208,53.241244,50.170172,315147507
315150238,9.294907,53.145241,50.045549,315150238
315150503,4.132716,53.249957,50.25014,315150503
315150509,3.109115,53.240183,50.276649,315150509
315152582,0.814425,53.20693,50.206617,315152582
315154525,1.295088,53.211886,50.211521,315154525
315157515,2.190011,53.196342,50.10994,315157515
315158127,4.214652,53.243238,50.184464,315158127
315158221,4.929126,53.254052,50.221412,315158221
315162322,9.976579,53.30208,50.286935,315162322
315163097,0.681585,53.211056,50.159087,315163097
315163100,5.482293,53.259019,50.219867,315163100
315163101,4.623279,53.245776,50.1891,315163101
315163102,4.14659,53.18853,50.082991,315163102
315163392,0.557089,53.199498,50.166749,315163392
315185942,1.965326,53.201876,50.107721,315185942
315188116,3.666514,53.245534,50.255162,315188116
315189375,3.800551,53.239498,50.212878,315189375
315189529,-1.0,53.310662,50.310345,315189529
315190782,1.135567,53.220384,50.236998,315190782
315192233,1.007791,53.21146,50.164953,315192233
315192239,1.768829,53.19372,50.135856,315192239
315192575,4.79179,53.244515,50.195864,315192575
315193656,1.146556,53.210457,50.192944,315193656
315193662,3.871797,53.247614,50.246879,315193662
315194418,2.011424,53.230471,50.285354,315194418
315194552,-1.0,53.517405,50.140312,315194552
315194580,3.759751,53.239978,50.214917,315194580
315195436,0.521683,53.213903,50.131158,315195436
315198691,-1.0,53.304173,50.282973,315198691
315203368,-1.0,53.327358,50.316355,315203368
315236315,1.286643,53.217306,50.227098,315236315
315236652,-1.0,53.314826,50.30783,315236652
315238639,0.339405,53.213828,50.266714,315238639
315238640,0.677518,53.201564,50.23115,315238640
315241703,-1.0,53.314562,50.311145,315241703
315247459,0.735132,53.217678,50.272337,315247459
315252603,0.95394,53.219516,50.27355,315252603
315258420,0.482635,53.209848,50.241193,315258420
315260459,-1.0,53.324605,50.317352,315260459
315260600,3.360061,53.188972,50.097444,315260600
315262557,-1.0,53.327493,50.315448,315262557
315264676,1.92838,53.18881,50.143492,315264676
315265255,1.902801,53.19187,50.138614,315265255
315267202,0.786808,53.198635,50.150993,315267202
315276989,3.698872,53.234389,50.189791,315276989
315280185,0.549532,53.200096,50.153625,315280185
315284420,1.591048,53.215424,50.214666,315284420
315286340,1.170832,53.221802,50.270262,315286340
315287625,2.500092,53.223188,50.204946,315287625
315289500,7.123895,53.136409,50.169292,315289500
315309635,3.080883,53.232627,50.216184,315309635
315313757,-1.0,53.319102,50.313408,315313757
315314812,6.932136,53.267066,50.197256,315314812
315314908,1.032421,53.22102,50.151972,315314908
315315956,2.746604,53.234066,50.227467,315315956
315326191,1.032421,53.22102,50.151972,315326191
315326903,-1.0,53.323733,50.313121,315326903
315327413,4.054775,53.24763,50.230422,315327413
315328323,0.942674,53.195339,50.210857,315328323
315328379,0.370714,53.198225,50.220621,315328379
315331896,0.651992,53.210651,50.124591,315331896
315333942,0.295451,53.198964,50.219472,315333942
315339058,0.606069,53.206979,50.219642,315339058
315339278,2.184479,53.19946,50.106176,315339278
315339924,2.816033,53.236912,50.235462,315339924
315339973,4.351687,53.251935,50.249323,315339973
315340181,6.041542,53.15022,50.138075,315340181
315340210,2.66185,53.227258,50.21463,315340210
315340452,0.59433,53.21324,50.239567,315340452
315340458,9.304378,53.143113,50.04978,315340458
315340476,2.127845,53.19215,50.121106,315340476
315340538,0.706429,53.218389,50.243313,315340538
315340548,3.23988,53.24194,50.247265,315340548
315342817,2.369594,53.222039,50.194624,315342817
315342825,-1.0,53.103432,50.034464,315342825
315343734,1.325138,53.197987,50.138695,315343734
315348066,4.803071,53.254898,50.264549,315348066
315348545,-1.0,53.390863,50.168636,315348545
315356060,1.463378,53.213601,50.193573,315356060
315363012,1.032421,53.22102,50.151972,315363012
315365163,3.94012,53.240792,50.183126,315365163
315366140,1.036171,53.218222,50.235785,315366140
315367252,4.966882,53.257155,50.239666,315367252
315382181,6.95691,53.138008,50.167297,315382181
315390053,4.3043,53.239558,50.195594,315390053
315392625,2.006438,53.229301,50.270891,315392625
315395102,1.514834,53.218449,50.22355,315395102
315399157,4.736608,53.183317,50.078418,315399157
315401789,1.803644,53.19242,50.139782,315401789
315410725,-1.0,53.327358,50.316355,315410725
315411770,4.79179,53.244515,50.195864,315411770
315413256,4.677681,53.242953,50.196762,315413256
315413862,1.409847,53.19303,50.147085,315413862
315413878,3.729804,53.240991,50.218142,315413878
315414876,5.643472,53.257537,50.20853,315414876
315414879,1.857902,53.190208,50.142261,315414879
315418814,1.470829,53.225808,50.24422,315418814
315427937,5.095469,53.254101,50.215375,315427937
315433369,2.604033,53.197545,50.100768,315433369
315433373,1.554243,53.216502,50.170963,315433373
315435072,1.228927,53.218848,50.163309,315435072
315436380,2.237751,53.196444,50.108835,315436380
315438175,2.822749,53.237661,50.277602,315438175
315439879,1.216862,53.211423,50.212599,315439879
315440076,-1.0,53.319646,50.310013,315440076
315443009,4.416607,53.243174,50.189737,315443009
315443287,1.053373,53.209433,50.20659,315443287
315444367,-1.0,53.318295,50.31154,315444367
315445193,-1.0,53.304953,50.285381,315445193
315450835,-1.0,53.304958,50.286315,315450835
315450839,0.160456,53.20055,50.197274,315450839
315462886,3.556637,53.238922,50.177466,315462886
315482339,4.006114,53.246956,50.229317,315482339
315486597,6.574882,53.156797,50.090015,315486597
315486701,-1.0,53.351278,50.213695,315486701
315486710,0.828632,53.210004,50.163686,315486710
315490134,-1.0,53.342339,50.227493,315490134
315490179,0.758772,53.210349,50.160039,315490179
315499101,2.66185,53.227258,50.21463,315499101
315499103,3.23988,53.24194,50.247265,315499103
315499105,2.816033,53.236912,50.235462,315499105
315499106,4.351687,53.251935,50.249323,315499106
315499109,9.304378,53.143113,50.04978,315499109
315499112,0.706429,53.218389,50.243313,315499112
315499357,2.127845,53.19215,50.121106,315499357
315499359,6.041542,53.15022,50.138075,315499359
315499361,0.960486,53.219921,50.269481,315499361
315501065,0.758772,53.210349,50.160039,315501065
315515130,2.756305,53.225129,50.1906,315515130
315515329,0.467547,53.201887,50.15367,315515329
315515448,1.456481,53.224945,50.151074,315515448
315517896,7.213592,53.135593,50.169498,315517896
315518769,2.425169,53.234594,50.246412,315518769
315519248,1.056464,53.200096,50.133593,315519248
315519253,3.532423,53.2353,50.211072,315519253
315520695,-1.0,53.310495,50.310085,315520695
315523796,0.549532,53.200096,50.153625,315523796
315529304,1.284717,53.223134,50.275203,315529304
315529915,4.034764,53.248492,50.237501,315529915
315533199,1.251262,53.20953,50.187465,315533199
315534406,0.711605,53.196925,50.164665,315534406
315535234,5.662635,53.26287,50.233018,315535234
315535237,2.728881,53.235219,50.231752,315535237
315535240,4.323266,53.243217,50.18733,315535240
315536413,4.547131,53.241751,50.195801,315536413
315537096,7.787964,53.150064,50.07292,315537096
315537097,2.166814,53.231328,50.258593,315537097
315537303,-1.0,53.316386,50.311351,315537303
315543324,1.669486,53.22659,50.274125,315543324
315545542,1.390092,53.188616,50.183979,315545542
315545773,-1.0,53.314395,50.310785,315545773
315545775,0.683019,53.217095,50.266211,315545775
315547006,0.671435,53.2173,50.270424,315547006
315548875,0.29522,53.210366,50.279901,315548875
315553421,4.226339,53.24347,50.184204,315553421
315563171,0.493828,53.205161,50.133557,315563171
315586954,0.293088,53.207114,50.240151,315586954
315590464,4.318419,53.250879,50.26118,315590464
315590619,0.696054,53.195328,50.219454,315590619
315591657,2.645784,53.224277,50.208593,315591657
315591689,9.887192,53.123944,50.092432,315591689
315591852,1.431773,53.188265,50.203095,315591852
315591931,0.871046,53.212275,50.226164,315591931
315591942,0.718401,53.214825,50.260534,315591942
315591945,-1.0,53.317871,50.306042,315591945
315593202,0.713672,53.19816,50.15314,315593202
315593203,1.803644,53.19242,50.139782,315593203
315593246,0.71139,53.206806,50.203868,315593246
315593304,3.953373,53.247387,50.23468,315593304
315595136,2.228195,53.225274,50.173837,315595136
315599548,1.999148,53.187909,50.143788,315599548
315603570,2.299478,53.195339,50.109257,315603570
315603571,0.746191,53.206979,50.176487,315603571
315604787,1.577398,53.186782,50.199502,315604787
315606749,-1.0,53.314498,50.307057,315606749
315606807,-1.0,53.486121,49.851405,315606807
315607439,4.479047,53.181672,50.085901,315607439
315607883,2.942037,53.23911,50.253311,315607883
315609022,1.573556,53.186863,50.201487,315609022
315333264,0.868267,56.291983,43.921176,315333264
315333268,1.938235,56.296394,43.994766,315333268
315336013,1.772453,56.346691,43.929648,315336013
315336034,4.874885,56.292253,44.062481,315336034
315340515,0.432493,56.313808,43.941146,315340515
315342317,4.724915,56.293507,44.060963,315342317
315342604,1.52243,56.281236,43.951423,315342604
315342648,5.049399,56.291499,44.064952,315342648
315342662,5.295545,56.303531,44.077465,315342662
315347967,3.241883,56.285029,43.985837,315347967
315347987,0.379689,56.315061,43.988227,315347987
315347990,4.303281,56.302997,43.851584,315347990
315347998,4.283607,56.299396,44.058098,315347998
315348011,0.901411,56.309459,43.981624,315348011
315347839,0.94595,56.292713,43.920979,315347839
315350672,1.826456,56.240478,43.828695,315350672
315364700,4.857982,56.283824,44.050947,315364700
315367188,2.233741,56.294516,44.003902,315367188
315368656,7.898236,56.379646,43.798179,315368656
315368658,2.800372,56.21722,43.865059,315368658
315382097,2.23042,56.318546,44.028938,315382097
315385736,4.381316,56.230102,43.952537,315385736
315385973,5.405743,56.307167,44.080448,315385973
315388324,1.321999,56.250182,43.842457,315388324
315388845,2.126444,56.225528,43.875174,315388845
315391510,0.563145,56.315855,43.985613,315391510
315391653,6.915126,56.367801,43.801889,315391653
315404555,7.996855,56.380089,43.79676,315404555
315409674,3.96151,56.23433,43.950255,315409674
315414387,5.200829,56.36108,43.827276,315414387
315414800,0.824228,56.28982,43.917565,315414800
315414802,1.924867,56.313643,43.889933,315414802
315417724,0.048001,56.326053,43.912687,315417724
315418111,4.973198,56.293747,44.065715,315418111
315428725,1.586027,56.258518,43.860307,315428725
315429563,4.362961,56.228756,43.949689,315429563
315430462,0.832391,56.248956,43.863208,315430462
315434239,5.285188,56.292008,44.069776,315434239
315437206,1.361341,56.315296,43.900758,315437206
315437784,2.561428,56.22835,43.82485,315437784
315443872,3.453861,56.336403,43.839286,315443872
315443914,2.805584,56.292168,44.017179,315443914
315443916,0.686249,56.331897,43.913352,315443916
315496105,6.865816,56.366316,43.801099,315496105
315500465,5.569532,56.284469,44.066802,315500465
315506325,4.973198,56.293747,44.065715,315506325
315538192,1.323856,56.340136,43.93007,315538192
315541228,5.776454,56.295715,44.081391,315541228
315544709,8.181835,56.378434,43.790454,315544709
315545868,0.809607,56.336264,43.936627,315545868
315546934,2.825349,56.320787,44.037814,315546934
315546962,1.898969,56.348188,43.929567,315546962
315548187,0.782718,56.307132,43.997955,315548187
315548749,1.20923,56.235536,43.873602,315548749
315548846,1.004597,56.309464,43.979684,315548846
315554015,0.34779,56.321291,43.932037,315554015
315591233,2.102144,56.319864,44.026091,315591233
315592421,1.352181,56.342126,43.909777,315592421
315597775,0.256185,56.326552,43.915993,315597775
315607852,2.299741,56.345294,43.864619,315607852
315609115,2.94311,56.334238,43.84729,315609115
315609988,2.540377,56.31231,44.034885,315609988
314653997,4.777902,55.802538,49.203818,314653997
314678009,2.564688,55.814457,49.139158,314678009
314678011,7.123719,55.681661,49.191565,314678011
314695703,2.602704,55.785063,49.18817,314695703
314704426,0.30524,55.742468,49.214697,314704426
314714092,-1.0,55.873849,49.24382,314714092
314717522,3.217292,55.729995,49.17156,314717522
314717523,1.20868,55.866435,49.082761,314717523
314717531,2.559571,55.813754,49.138942,314717531
314720970,1.16875,55.865995,49.081665,314720970
314730908,0.80437,55.851758,49.07376,314730908
314737268,3.905568,55.828521,49.156989,314737268
314737271,1.469105,55.790297,49.146838,314737271
314740839,5.543096,55.803322,49.235062,314740839
314747096,1.261254,55.765848,49.138825,314747096
314751660,2.435009,55.813455,49.136867,314751660
314780779,5.716985,55.803368,49.240254,314780779
314786737,1.410039,55.788343,49.152489,314786737
314786742,0.575337,55.761801,49.199668,314786742
314787746,0.560563,55.768025,49.173824,314787746
314787751,2.97022,55.842423,49.034818,314787751
314790383,2.716345,55.793024,49.175189,314790383
314790389,5.339024,55.804926,49.221569,314790389
314790400,1.613108,55.779484,49.169907,314790400
314794255,0.556146,55.765048,49.188969,314794255
314794265,2.519641,55.816495,49.13861,314794265
314794267,0.424887,55.778887,49.136714,314794267
314796399,3.938788,55.784071,49.237254,314796399
314798517,5.145527,55.793035,49.248635,314798517
314801204,0.712615,55.821937,49.104563,314801204
314801610,-1.0,55.856593,48.904509,314801610
314808156,3.772244,55.714937,49.187388,314808156
314810969,2.495351,55.790408,49.174416,314810969
314820232,0.961805,55.834598,49.092796,314820232
314822272,-1.0,55.867228,48.877874,314822272
314823583,0.531292,55.821209,49.10027,314823583
314823585,1.663996,55.822625,49.122673,314823585
314823881,0.419596,55.826888,49.076284,314823881
314825896,3.219344,55.823889,49.148096,314825896
314826085,2.559571,55.813754,49.138942,314826085
314827490,1.914649,55.760135,49.233175,314827490
314827958,0.732552,55.746355,49.198833,314827958
314830583,1.640711,55.824789,49.120122,314830583
314832769,3.890624,55.723481,49.168173,314832769
314832771,0.81566,55.820354,49.10954,314832771
314832955,0.228142,55.749091,49.211885,314832955
314835746,4.810251,55.807901,49.196129,314835746
314836729,1.249679,55.840351,49.101958,314836729
314842655,5.716985,55.803368,49.240254,314842655
314842659,2.810681,55.771251,49.232645,314842659
314842661,0.457508,55.767362,49.172638,314842661
314843527,0.903955,55.826154,49.068613,314843527
314844680,1.102483,55.816571,49.08083,314844680
314845102,3.823404,55.796967,49.192131,314845102
314845122,5.054125,55.811573,49.194745,314845122
314845129,4.646756,55.873163,49.017256,314845129
314849364,3.055929,55.842747,49.033462,314849364
314871449,2.53511,55.782947,49.191709,314871449
314871450,4.011494,55.720961,49.16953,314871450
314871456,7.096292,55.68091,49.200036,314871456
314871458,9.076828,55.85869,49.229447,314871458
314871465,0.732703,55.782517,49.135286,314871465
314871467,0.732703,55.782517,49.135286,314871467
314871469,0.732703,55.782517,49.135286,314871469
314871471,0.732703,55.782517,49.135286,314871471
314871475,0.73802,55.862212,49.083228,314871475
314876568,2.637554,55.783731,49.195527,314876568
314876589,1.436005,55.752227,49.167059,314876589
314880627,3.163584,55.78202,49.223213,314880627
314880649,-1.0,55.847609,48.902478,314880649
314881804,0.732703,55.782517,49.135286,314881804
314884092,0.629766,55.756989,49.199246,314884092
314884097,0.693117,55.754269,49.194422,314884097
314891873,2.47038,55.823115,49.044206,314891873
314891879,1.316632,55.835169,49.099497,314891879
314896784,0.517726,55.819924,49.104105,314896784
314900925,8.573633,55.799821,48.955425,314900925
314902436,1.438328,55.807683,49.081737,314902436
314902452,2.681027,55.81562,49.141152,314902452
314905459,-1.0,55.854522,48.899577,314905459
314905460,1.211555,55.838571,49.100584,314905460
314926129,-1.0,55.868364,48.88338,314926129
314926150,3.265365,55.836671,49.136328,314926150
314926151,0.744171,55.756011,49.181702,314926151
314926162,0.732703,55.782517,49.135286,314926162
314926163,3.86582,55.805224,49.178414,314926163
314926168,0.710361,55.817633,49.109585,314926168
314928831,1.290404,55.755966,49.226168,314928831
314931839,3.737817,55.797979,49.189059,314931839
314931852,0.491033,55.779692,49.148743,314931852
314932926,7.271819,55.679042,49.203172,314932926
314935191,2.441372,55.822842,49.044799,314935191
314935195,0.468112,55.824809,49.078045,314935195
314935226,2.218276,55.791273,49.167203,314935226
314935230,2.997834,55.842135,49.130076,314935230
314943605,1.30178,55.825841,49.111031,314943605
314943607,4.227084,55.744161,49.108714,314943607
314946363,1.378419,55.820602,49.119197,314946363
314948408,2.231799,55.866344,49.054482,314948408
314951771,0.530165,55.739412,49.215487,314951771
314957719,1.184741,55.749972,49.185645,314957719
314960854,3.999996,55.798009,49.194269,314960854
314967258,3.93958,55.838096,49.148284,314967258
314967943,0.240966,55.793166,49.105588,314967943
314969099,0.552626,55.770036,49.16776,314969099
314970414,2.674789,55.824319,49.138798,314970414
314972383,0.917273,55.863101,49.090774,314972383
314974590,0.556146,55.765048,49.188969,314974590
314994409,0.534366,55.82134,49.099021,314994409
314994411,5.472009,55.799446,49.243416,314994411
314994412,8.982531,55.860054,49.22783,314994412
314998476,1.239742,55.767028,49.20654,314998476
315002044,1.166084,55.862469,49.098706,315002044
315006993,1.322585,55.778942,49.107492,315006993
315020194,0.659388,55.836418,49.085798,315020194
315023193,7.64995,55.854163,49.206729,315023193
315023376,1.126592,55.766932,49.140415,315023376
315029133,0.581771,55.755799,49.196012,315029133
315029156,2.477578,55.776456,49.217886,315029156
315029159,1.195961,55.766304,49.144727,315029159
315034842,-1.0,55.865697,48.87128,315034842
315036996,2.559571,55.813754,49.138942,315036996
315037019,2.559571,55.813754,49.138942,315037019
315037040,1.165194,55.795393,49.131468,315037040
315039046,1.137903,55.860342,49.100728,315039046
315039919,0.325501,55.828941,49.087594,315039919
315042367,2.10929,55.768902,49.220796,315042367
315042371,1.18829,55.753666,49.226339,315042371
315042376,0.698271,55.760641,49.202058,315042376
315045222,0.593528,55.79387,49.097835,315045222
315045230,2.254955,55.775793,49.213852,315045230
315045234,5.739164,55.800838,49.004949,315045234
315045238,4.197462,55.864252,49.019349,315045238
315046919,2.370573,55.788368,49.174497,315046919
315049209,1.310853,55.822215,49.064526,315049209
315049211,3.428929,55.840411,49.136885,315049211
315049217,0.756657,55.821563,49.079572,315049217
315049219,1.918441,55.779378,49.183696,315049219
315049250,0.851784,55.860403,49.073976,315049250
315049540,0.522575,55.773915,49.136265,315049540
315050615,1.381033,55.748356,49.184325,315050615
315051264,0.947279,55.770628,49.132528,315051264
315052738,1.730796,55.869208,49.09806,315052738
315053605,0.408102,55.824572,49.084073,315053605
315053608,1.731996,55.798151,49.141251,315053608
315057112,5.031751,55.809014,49.199156,315057112
315057115,1.717967,55.780603,49.169188,315057115
315057124,0.837979,55.768815,49.154896,315057124
315057126,3.294898,55.772831,49.241898,315057126
315057131,3.805072,55.723475,49.17023,315057131
315057135,0.149911,55.856821,49.085717,315057135
315058697,3.994414,55.795135,49.20531,315058697
315058700,5.473616,55.795494,49.251654,315058700
315058702,7.088061,55.807774,49.266,315058702
315058711,0.609576,55.860292,49.089705,315058711
315058823,2.233437,55.765812,49.23039,315058823
315061711,0.789794,55.756118,49.214832,315061711
315076498,4.197033,55.807531,49.181765,315076498
315078286,2.365794,55.777099,49.213772,315078286
315079365,1.783176,55.780972,49.170599,315079365
315080626,6.741327,55.833445,49.201707,315080626
315080630,0.844349,55.743213,49.232412,315080630
315080633,1.819922,55.77392,49.206675,315080633
315080656,0.467587,55.764344,49.191952,315080656
315080662,1.973539,55.772345,49.10406,315080662
315082845,1.539636,55.82708,49.058103,315082845
315084600,3.658021,55.80395,49.175872,315084600
315084619,3.249443,55.722507,49.183516,315084619
315084620,7.229558,55.679646,49.200575,315084620
315094820,1.122633,55.807749,49.089687,315094820
315098383,3.131502,55.737203,49.160475,315098383
315100890,0.473798,55.767919,49.172216,315100890
315101989,0.99387,55.770725,49.178854,315101989
315101995,7.153678,55.680235,49.201707,315101995
315102012,0.803779,55.801359,49.113627,315102012
315102018,0.837408,55.769605,49.145221,315102018
315102024,2.327644,55.784182,49.181765,315102024
315102038,2.354746,55.757207,49.129249,315102038
315105693,1.068093,55.822645,49.068631,315105693
315105723,3.249443,55.722507,49.183516,315105723
315105766,0.575632,55.81168,49.095347,315105766
315105771,2.575192,55.817355,49.139472,315105771
315108964,0.872878,55.771839,49.173698,315108964
315108971,2.59248,55.760626,49.247432,315108971
315131436,2.312296,55.788991,49.172638,315131436
315132056,1.38534,55.778441,49.10689,315132056
315132059,1.131171,55.763027,49.148895,315132059
315138646,2.095041,55.78569,49.172171,315138646
315142030,3.249443,55.722507,49.183516,315142030
315142037,2.801478,55.732124,49.177129,315142037
315142038,4.537789,55.80059,49.202156,315142038
315142045,0.78019,55.838834,49.093344,315142045
315142530,1.974964,55.765974,49.222117,315142530
315145785,0.976294,55.820126,49.076284,315145785
315145786,-1.0,55.846431,48.896064,315145786
315153107,4.979598,55.787604,49.253648,315153107
315154890,2.069559,55.820526,49.130669,315154890
315156667,1.238611,55.754512,49.226591,315156667
315156668,4.638531,55.801081,49.20504,315156668
315156672,0.643768,55.850899,49.078692,315156672
315156675,4.536722,55.868748,49.016008,315156675
315156944,1.037292,55.777798,49.1159,315156944
315160135,2.294506,55.816303,49.135016,315160135
315160146,0.609576,55.860292,49.089705,315160146
315160422,0.836216,55.817365,49.111678,315160422
315165634,2.305164,55.780881,49.191736,315165634
315184839,3.057959,55.794988,49.179375,315184839
315184842,3.007104,55.77075,49.239167,315184842
315184843,1.121508,55.83615,49.096811,315184843
315184848,0.922147,55.743613,49.199156,315184848
315187822,2.281459,55.831903,49.12253,315187822
315188776,3.027218,55.818746,49.146551,315188776
315192813,2.976047,55.833284,49.135448,315192813
315192815,2.277737,55.818761,49.13454,315192815
315196588,1.67459,55.824359,49.056737,315196588
315199515,-1.0,55.864914,48.884566,315199515
315199518,2.85637,55.819778,49.143622,315199518
315199519,0.934941,55.835437,49.072889,315199519
315199525,0.649083,55.838329,49.090289,315199525
315199535,3.646022,55.797989,49.049092,315199535
315199540,0.705759,55.771727,49.136274,315199540
315199562,2.632197,55.823171,49.041538,315199562
315199564,0.759369,55.799492,49.116385,315199564
315199566,2.525075,55.789821,49.175746,315199566
315199573,5.186656,55.794295,49.247252,315199573
315199575,2.649714,55.770183,49.23084,315199575
315199577,3.039739,55.777616,49.228235,315199577
315199578,0.579274,55.748924,49.217634,315199578
315199583,3.524786,55.736067,49.144233,315199583
315201936,3.499235,55.830685,49.148284,315201936
315201940,3.646792,55.823859,49.15513,315201940
315201943,3.005958,55.732134,49.172647,315201943
315201955,2.564688,55.814457,49.139158,315201955
315201958,2.564688,55.814457,49.139158,315201958
315201960,3.633441,55.722644,49.174875,315201960
315211238,1.143284,55.785194,49.153504,315211238
315211247,1.97136,55.760155,49.234262,315211247
315211264,3.523874,55.724226,49.174839,315211264
315211269,2.573258,55.732727,49.181289,315211269
315211289,5.527516,55.802776,49.236221,315211289
315205240,2.069856,55.837813,49.114418,315205240
315205242,1.219793,55.782046,49.15981,315205242
315205269,0.934604,55.770512,49.152075,315205269
315207733,2.220001,55.789416,49.17023,315207733
